expected,answer
-41.1550245277269,-41.1550245277269
-40.6316900179694,-40.6316900179694
-39.6775098066855,-39.6775098066855
-40.5753757155716,-40.5753757155716
-41.946968686046,-41.946968686046
-41.5935170564057,-41.5935170564057
-41.9155929675152,-41.9155929675152
-41.946968686046,-41.946968686046
-41.9986789728098,-41.9986789728098
-41.9155929675152,-41.9155929675152
-40.9484298157424,-40.9484298157424
-40.5753757155716,-40.5753757155716
-41.946968686046,-41.946968686046
-41.5935170564057,-41.5935170564057
-41.9155929675152,-41.9155929675152
-41.946968686046,-41.946968686046
-41.9986789728098,-41.9986789728098
-41.9155929675152,-41.9155929675152
-40.9484298157424,-40.9484298157424
-40.5552478079607,-40.5552478079607
-41.8712893650776,-41.8712893650776
-41.9543753703721,-41.9543753703721
-42.2496411543071,-42.2496411543071
-41.8712893650776,-41.8712893650776
-41.8961895246668,-41.8961895246668
-42.2496411543071,-42.2496411543071
-41.2484375610937,-41.2484375610937
-40.5753757155716,-40.5753757155716
-41.946968686046,-41.946968686046
-41.5935170564057,-41.5935170564057
-41.9155929675152,-41.9155929675152
-41.946968686046,-41.946968686046
-41.9986789728098,-41.9986789728098
-41.9155929675152,-41.9155929675152
-40.9484298157424,-40.9484298157424
-40.5552478079607,-40.5552478079607
-41.8712893650776,-41.8712893650776
-41.9543753703721,-41.9543753703721
-42.2496411543071,-42.2496411543071
-41.8712893650776,-41.8712893650776
-41.8961895246668,-41.8961895246668
-42.2496411543071,-42.2496411543071
-41.2484375610937,-41.2484375610937
-40.5552478079607,-40.5552478079607
-41.8712893650776,-41.8712893650776
-41.9543753703721,-41.9543753703721
-42.2496411543071,-42.2496411543071
-41.8712893650776,-41.8712893650776
-41.8961895246668,-41.8961895246668
-42.2496411543071,-42.2496411543071
-41.2484375610937,-41.2484375610937
-39.5282959047726,-39.5282959047726
-40.8294722743064,-40.8294722743064
-41.3528067840638,-41.3528067840638
-41.6048950359615,-41.6048950359615
-40.8294722743064,-40.8294722743064
-40.8523794320799,-40.8523794320799
-41.6048950359615,-41.6048950359615
-40.5333173618639,-40.5333173618639
-40.6286300633446,-40.6286300633446
-41.5375636464086,-41.5375636464086
-41.1841120167683,-41.1841120167683
-41.0589088596855,-41.0589088596855
-41.5375636464086,-41.5375636464086
-41.14199486498,-41.14199486498
-41.0589088596855,-41.0589088596855
-39.618671266758,-39.618671266758
-41.0460432777025,-41.0460432777025
-41.9155929675152,-41.9155929675152
-41.9986789728098,-41.9986789728098
-41.8493552240859,-41.8493552240859
-41.9155929675152,-41.9155929675152
-41.4959035944456,-41.4959035944456
-41.8493552240859,-41.8493552240859
-40.3664080860682,-40.3664080860682
-41.0460432777025,-41.0460432777025
-41.9155929675152,-41.9155929675152
-41.9986789728098,-41.9986789728098
-41.8493552240859,-41.8493552240859
-41.9155929675152,-41.9155929675152
-41.4959035944456,-41.4959035944456
-41.8493552240859,-41.8493552240859
-40.3664080860682,-40.3664080860682
-40.4898903120777,-40.4898903120777
-41.343767525868,-41.343767525868
-41.8671020356254,-41.8671020356254
-41.6610658187848,-41.6610658187848
-41.343767525868,-41.343767525868
-40.9085502149032,-40.9085502149032
-41.6610658187848,-41.6610658187848
-40.0719957298365,-40.0719957298365
-41.0460432777025,-41.0460432777025
-41.9155929675152,-41.9155929675152
-41.9986789728098,-41.9986789728098
-41.8493552240859,-41.8493552240859
-41.9155929675152,-41.9155929675152
-41.4959035944456,-41.4959035944456
-41.8493552240859,-41.8493552240859
-40.3664080860682,-40.3664080860682
-40.4898903120777,-40.4898903120777
-41.343767525868,-41.343767525868
-41.8671020356254,-41.8671020356254
-41.6610658187848,-41.6610658187848
-41.343767525868,-41.343767525868
-40.9085502149032,-40.9085502149032
-41.6610658187848,-41.6610658187848
-40.0719957298365,-40.0719957298365
-40.4898903120777,-40.4898903120777
-41.343767525868,-41.343767525868
-41.8671020356254,-41.8671020356254
-41.6610658187848,-41.6610658187848
-41.343767525868,-41.343767525868
-40.9085502149032,-40.9085502149032
-41.6610658187848,-41.6610658187848
-40.0719957298365,-40.0719957298365
-39.0143639633781,-39.0143639633781
-39.8571276678313,-39.8571276678313
-40.7964254453315,-40.7964254453315
-40.5001552740304,-40.5001552740304
-39.8571276678313,-39.8571276678313
-39.3878528949392,-39.3878528949392
-40.5001552740304,-40.5001552740304
-38.7003889241159,-38.7003889241159
-39.8074837172383,-39.8074837172383
-40.4602250756581,-40.4602250756581
-39.2625808755841,-39.2625808755841
-38.8246576182543,-38.8246576182543
-40.4602250756581,-40.4602250756581
-39.7366541333895,-39.7366541333895
-38.8246576182543,-38.8246576182543
-37.0443139844466,-37.0443139844466
-41.1141628561667,-41.1141628561667
-41.6742770683507,-41.6742770683507
-40.9320998979909,-40.9320998979909
-40.4677418459713,-40.4677418459713
-41.6742770683507,-41.6742770683507
-40.9126408134613,-40.9126408134613
-40.4677418459713,-40.4677418459713
-38.6738666894515,-38.6738666894515
-41.1141628561667,-41.1141628561667
-41.6742770683507,-41.6742770683507
-40.9320998979909,-40.9320998979909
-40.4677418459713,-40.4677418459713
-41.6742770683507,-41.6742770683507
-40.9126408134613,-40.9126408134613
-40.4677418459713,-40.4677418459713
-38.6738666894515,-38.6738666894515
-41.3235625108334,-41.3235625108334
-41.8394707026401,-41.8394707026401
-41.5600945869879,-41.5600945869879
-41.0592048344065,-41.0592048344065
-41.8394707026401,-41.8394707026401
-41.0669990819824,-41.0669990819824
-41.0592048344065,-41.0592048344065
-39.2245861273034,-39.2245861273034
-41.1141628561667,-41.1141628561667
-41.6742770683507,-41.6742770683507
-40.9320998979909,-40.9320998979909
-40.4677418459713,-40.4677418459713
-41.6742770683507,-41.6742770683507
-40.9126408134613,-40.9126408134613
-40.4677418459713,-40.4677418459713
-38.6738666894515,-38.6738666894515
-41.3235625108334,-41.3235625108334
-41.8394707026401,-41.8394707026401
-41.5600945869879,-41.5600945869879
-41.0592048344065,-41.0592048344065
-41.8394707026401,-41.8394707026401
-41.0669990819824,-41.0669990819824
-41.0592048344065,-41.0592048344065
-39.2245861273034,-39.2245861273034
-41.3235625108334,-41.3235625108334
-41.8394707026401,-41.8394707026401
-41.5600945869879,-41.5600945869879
-41.0592048344065,-41.0592048344065
-41.8394707026401,-41.8394707026401
-41.0669990819824,-41.0669990819824
-41.0592048344065,-41.0592048344065
-39.2245861273034,-39.2245861273034
-40.5478571477907,-40.5478571477907
-41.0473876416884,-41.0473876416884
-41.2085756550633,-41.2085756550633
-40.6443281303373,-40.6443281303373
-41.0473876416884,-41.0473876416884
-40.2741281664462,-40.2741281664462
-40.6443281303373,-40.6443281303373
-38.712624272923,-38.712624272923
-40.5436945978771,-40.5436945978771
-40.6184727844689,-40.6184727844689
-39.8762956141091,-39.8762956141091
-38.9502804331113,-38.9502804331113
-40.6184727844689,-40.6184727844689
-39.3951794006012,-39.3951794006012
-38.9502804331113,-38.9502804331113
-36.673413378837,-36.673413378837
-41.2396862543498,-41.2396862543498
-41.2916178012184,-41.2916178012184
-41.0122416855662,-41.0122416855662
-40.0540500466444,-40.0540500466444
-41.2916178012184,-41.2916178012184
-40.0618442942203,-40.0618442942203
-40.0540500466444,-40.0540500466444
-37.7245879053178,-37.7245879053178
-41.2396862543498,-41.2396862543498
-41.2916178012184,-41.2916178012184
-41.0122416855662,-41.0122416855662
-40.0540500466444,-40.0540500466444
-41.2916178012184,-41.2916178012184
-40.0618442942203,-40.0618442942203
-40.0540500466444,-40.0540500466444
-37.7245879053178,-37.7245879053178
-40.9172461756841,-40.9172461756841
-40.9617237803643,-40.9617237803643
-41.1229117937392,-41.1229117937392
-40.0932777555907,-40.0932777555907
-40.9617237803643,-40.9617237803643
-39.7230777916996,-39.7230777916996
-40.0932777555907,-40.0932777555907
-37.630269881978,-37.630269881978
-41.2396862543498,-41.2396862543498
-41.2916178012184,-41.2916178012184
-41.0122416855662,-41.0122416855662
-40.0540500466444,-40.0540500466444
-41.2916178012184,-41.2916178012184
-40.0618442942203,-40.0618442942203
-40.0540500466444,-40.0540500466444
-37.7245879053178,-37.7245879053178
-40.9172461756841,-40.9172461756841
-40.9617237803643,-40.9617237803643
-41.1229117937392,-41.1229117937392
-40.0932777555907,-40.0932777555907
-40.9617237803643,-40.9617237803643
-39.7230777916996,-39.7230777916996
-40.0932777555907,-40.0932777555907
-37.630269881978,-37.630269881978
-40.9172461756841,-40.9172461756841
-40.9617237803643,-40.9617237803643
-41.1229117937392,-41.1229117937392
-40.0932777555907,-40.0932777555907
-40.9617237803643,-40.9617237803643
-39.7230777916996,-39.7230777916996
-40.0932777555907,-40.0932777555907
-37.630269881978,-37.630269881978
-39.703361686199,-39.703361686199
-39.7390891315997,-39.7390891315997
-40.2897124974709,-40.2897124974709
-39.1462414536846,-39.1462414536846
-39.7390891315997,-39.7390891315997
-38.4635525752235,-38.4635525752235
-39.1462414536846,-39.1462414536846
-36.422217215638,-36.422217215638
-40.6966859497302,-40.6966859497302
-40.8646267406112,-40.8646267406112
-39.6669825405371,-39.6669825405371
-38.8219685286265,-38.8219685286265
-40.8646267406112,-40.8646267406112
-39.7339650437617,-39.7339650437617
-38.8219685286265,-38.8219685286265
-36.6719924511865,-36.6719924511865
-41.7150733568031,-41.7150733568031
-41.8662510641771,-41.8662510641771
-41.1240738938173,-41.1240738938173
-40.2976455816762,-40.2976455816762
-41.8662510641771,-41.8662510641771
-40.7425445491662,-40.7425445491662
-40.2976455816762,-40.2976455816762
-38.1605922710731,-38.1605922710731
-41.7150733568031,-41.7150733568031
-41.8662510641771,-41.8662510641771
-41.1240738938173,-41.1240738938173
-40.2976455816762,-40.2976455816762
-41.8662510641771,-41.8662510641771
-40.7425445491662,-40.7425445491662
-40.2976455816762,-40.2976455816762
-38.1605922710731,-38.1605922710731
-41.6348182329416,-41.6348182329416
-41.779543780519,-41.779543780519
-41.5001676648669,-41.5001676648669
-40.6532067347982,-40.6532067347982
-41.779543780519,-41.779543780519
-40.6610009823741,-40.6610009823741
-40.6532067347982,-40.6532067347982
-38.4736367711928,-38.4736367711928
-41.7150733568031,-41.7150733568031
-41.8662510641771,-41.8662510641771
-41.1240738938173,-41.1240738938173
-40.2976455816762,-40.2976455816762
-41.8662510641771,-41.8662510641771
-40.7425445491662,-40.7425445491662
-40.2976455816762,-40.2976455816762
-38.1605922710731,-38.1605922710731
-41.6348182329416,-41.6348182329416
-41.779543780519,-41.779543780519
-41.5001676648669,-41.5001676648669
-40.6532067347982,-40.6532067347982
-41.779543780519,-41.779543780519
-40.6610009823741,-40.6610009823741
-40.6532067347982,-40.6532067347982
-38.4736367711928,-38.4736367711928
-41.6348182329416,-41.6348182329416
-41.779543780519,-41.779543780519
-41.5001676648669,-41.5001676648669
-40.6532067347982,-40.6532067347982
-41.779543780519,-41.779543780519
-40.6610009823741,-40.6610009823741
-40.6532067347982,-40.6532067347982
-38.4736367711928,-38.4736367711928
-40.5470167709116,-40.5470167709116
-40.6926730054594,-40.6926730054594
-40.8538610188343,-40.8538610188343
-39.9390096000332,-39.9390096000332
-40.6926730054594,-40.6926730054594
-39.5688096361421,-39.5688096361421
-39.9390096000332,-39.9390096000332
-37.6335535825675,-37.6335535825675
-40.9171961320345,-40.9171961320345
-41.6316038345842,-41.6316038345842
-40.4339596345101,-40.4339596345101
-40.0724358979625,-40.0724358979625
-41.6316038345842,-41.6316038345842
-40.9844324130977,-40.9844324130977
-40.0724358979625,-40.0724358979625
-38.3916791330115,-38.3916791330115
-41.4242654555196,-41.4242654555196
-42.0694090469424,-42.0694090469424
-41.3272318765826,-41.3272318765826
-40.955667825272,-40.955667825272
-42.0694090469424,-42.0694090469424
-41.4005667927619,-41.4005667927619
-40.955667825272,-40.955667825272
-39.2730233776052,-39.2730233776052
-41.4242654555196,-41.4242654555196
-42.0694090469424,-42.0694090469424
-41.3272318765826,-41.3272318765826
-40.955667825272,-40.955667825272
-42.0694090469424,-42.0694090469424
-41.4005667927619,-41.4005667927619
-40.955667825272,-40.955667825272
-39.2730233776052,-39.2730233776052
-40.8495603735148,-40.8495603735148
-41.4692412978676,-41.4692412978676
-41.1898651822154,-41.1898651822154
-40.7901540595017,-40.7901540595017
-41.4692412978676,-41.4692412978676
-40.7979483070775,-40.7979483070775
-40.7901540595017,-40.7901540595017
-39.0703179717459,-39.0703179717459
-40.9171961320345,-40.9171961320345
-41.6316038345842,-41.6316038345842
-40.4339596345101,-40.4339596345101
-40.0724358979625,-40.0724358979625
-41.6316038345842,-41.6316038345842
-40.9844324130977,-40.9844324130977
-40.0724358979625,-40.0724358979625
-38.3916791330115,-38.3916791330115
-41.4242654555196,-41.4242654555196
-42.0694090469424,-42.0694090469424
-41.3272318765826,-41.3272318765826
-40.955667825272,-40.955667825272
-42.0694090469424,-42.0694090469424
-41.4005667927619,-41.4005667927619
-40.955667825272,-40.955667825272
-39.2730233776052,-39.2730233776052
-40.9171961320345,-40.9171961320345
-41.6316038345842,-41.6316038345842
-40.4339596345101,-40.4339596345101
-40.0724358979625,-40.0724358979625
-41.6316038345842,-41.6316038345842
-40.9844324130977,-40.9844324130977
-40.0724358979625,-40.0724358979625
-38.3916791330115,-38.3916791330115
-40.0977255169306,-40.0977255169306
-39.4961232330877,-39.4961232330877
-38.0983159107356,-38.0983159107356
-36.4143975245256,-36.4143975245256
-38.4242677754659,-38.4242677754659
-38.0983159107356,-38.0983159107356
-40.0977255169306,-40.0977255169306
-39.3737896386499,-39.3737896386499
-41.1958916826208,-41.1958916826208
-40.3436571772521,-40.3436571772521
-40.2220093084003,-40.2220093084003
-40.7160197905426,-40.7160197905426
-40.7866492034514,-40.7866492034514
-39.2693335468513,-39.2693335468513
-40.6862079472711,-40.6862079472711
-39.1950703647457,-39.1950703647457
-41.1958916826208,-41.1958916826208
-41.4744467711884,-41.4744467711884
-41.6905854696286,-41.6905854696286
-40.7160197905426,-40.7160197905426
-39.8546648810096,-39.8546648810096
-40.6114617782128,-40.6114617782128
-40.6862079472711,-40.6862079472711
-40.3655112365011,-40.3655112365011
-39.9427468577845,-39.9427468577845
-40.3436571772521,-40.3436571772521
-41.6905854696286,-41.6905854696286
-39.9606717502885,-39.9606717502885
-40.7866492034514,-40.7866492034514
-40.6114617782128,-40.6114617782128
-39.8044119771502,-39.8044119771502
-39.1950703647457,-39.1950703647457
-39.9427468577845,-39.9427468577845
-37.8160646867011,-37.8160646867011
-40.7315188193409,-40.7315188193409
-42.3317706709518,-42.3317706709518
-41.7590704306425,-41.7590704306425
-41.7472913463219,-41.7472913463219
-42.1941628142455,-42.1941628142455
-42.3802030148114,-42.3802030148114
-40.8527830794935,-40.8527830794935
-42.0583949882923,-42.0583949882923
-40.8467916708262,-40.8467916708262
-42.3317706709518,-42.3317706709518
-42.501957131671,-42.501957131671
-42.8472323183178,-42.8472323183178
-42.1941628142455,-42.1941628142455
-41.2977789680085,-41.2977789680085
-42.1200024833302,-42.1200024833302
-42.0583949882923,-42.0583949882923
-41.6389594707302,-41.6389594707302
-41.3453315802202,-41.3453315802202
-41.7590704306425,-41.7590704306425
-42.8472323183178,-42.8472323183178
-41.3968528640371,-41.3968528640371
-42.3802030148114,-42.3802030148114
-42.1200024833302,-42.1200024833302
-41.4283634699246,-41.4283634699246
-40.8467916708262,-40.8467916708262
-41.3453315802202,-41.3453315802202
-39.4981836741962,-39.4981836741962
-40.6107792636241,-40.6107792636241
-42.4905653802945,-42.4905653802945
-41.5172120015149,-41.5172120015149
-41.6847192853258,-41.6847192853258
-42.2470015409064,-42.2470015409064
-42.1965120804044,-42.1965120804044
-40.9148193894994,-40.9148193894994
-42.3999655633576,-42.3999655633576
-40.8489790677099,-40.8489790677099
-42.4905653802945,-42.4905653802945
-42.7898883292203,-42.7898883292203
-42.8849081542496,-42.8849081542496
-42.2470015409064,-42.2470015409064
-41.4160443127879,-41.4160443127879
-42.0517223365802,-42.0517223365802
-42.3999655633576,-42.3999655633576
-42.109666534002,-42.109666534002
-41.6270532421632,-41.6270532421632
-41.5172120015149,-41.5172120015149
-42.8849081542496,-42.8849081542496
-41.1249434608884,-41.1249434608884
-42.1965120804044,-42.1965120804044
-42.0517223365802,-42.0517223365802
-41.2146215614965,-41.2146215614965
-40.8489790677099,-40.8489790677099
-41.6270532421632,-41.6270532421632
-39.4952148634905,-39.4952148634905
-40.7315188193409,-40.7315188193409
-42.3317706709518,-42.3317706709518
-41.7590704306425,-41.7590704306425
-41.7472913463219,-41.7472913463219
-42.1941628142455,-42.1941628142455
-42.3802030148114,-42.3802030148114
-40.8527830794935,-40.8527830794935
-42.0583949882923,-42.0583949882923
-40.8467916708262,-40.8467916708262
-42.3317706709518,-42.3317706709518
-42.501957131671,-42.501957131671
-42.8472323183178,-42.8472323183178
-42.1941628142455,-42.1941628142455
-41.2977789680085,-41.2977789680085
-42.1200024833302,-42.1200024833302
-42.0583949882923,-42.0583949882923
-41.6389594707302,-41.6389594707302
-41.3453315802202,-41.3453315802202
-41.7590704306425,-41.7590704306425
-42.8472323183178,-42.8472323183178
-41.3968528640371,-41.3968528640371
-42.3802030148114,-42.3802030148114
-42.1200024833302,-42.1200024833302
-41.4283634699246,-41.4283634699246
-40.8467916708262,-40.8467916708262
-41.3453315802202,-41.3453315802202
-39.4981836741962,-39.4981836741962
-40.9376593275343,-40.9376593275343
-42.4092888309589,-42.4092888309589
-41.9898820738369,-41.9898820738369
-42.2563732277365,-42.2563732277365
-42.6528217997608,-42.6528217997608
-42.9091155923018,-42.9091155923018
-41.2841307491059,-41.2841307491059
-42.3562798707932,-42.3562798707932
-41.2979700365144,-41.2979700365144
-42.4092888309589,-42.4092888309589
-42.4999061965385,-42.4999061965385
-42.9091155923018,-42.9091155923018
-42.6528217997608,-42.6528217997608
-41.6935047180647,-41.6935047180647
-42.5434360418011,-42.5434360418011
-42.3562798707932,-42.3562798707932
-41.8376847170701,-41.8376847170701
-41.6079910356767,-41.6079910356767
-41.9898820738369,-41.9898820738369
-42.9091155923018,-42.9091155923018
-41.6120296212084,-41.6120296212084
-42.9091155923018,-42.9091155923018
-42.5434360418011,-42.5434360418011
-41.9220506203707,-41.9220506203707
-41.2979700365144,-41.2979700365144
-41.6079910356767,-41.6079910356767
-39.9141366128399,-39.9141366128399
-41.5249944146854,-41.5249944146854
-43.1499174012972,-43.1499174012972
-42.4560982875771,-42.4560982875771
-42.7659741030853,-42.7659741030853
-43.2326762670847,-43.2326762670847
-43.2975975942397,-43.2975975942397
-42.0542417019795,-42.0542417019795
-43.2796843068541,-43.2796843068541
-42.0082320762658,-42.0082320762658
-43.1499174012972,-43.1499174012972
-43.3044689759934,-43.3044689759934
-43.5286252892293,-43.5286252892293
-43.2326762670847,-43.2326762670847
-42.3010669938033,-42.3010669938033
-43.0021716357141,-43.0021716357141
-43.2796843068541,-43.2796843068541
-42.8250233622476,-42.8250233622476
-42.4715465586153,-42.4715465586153
-42.4560982875771,-42.4560982875771
-43.5286252892293,-43.5286252892293
-42.0481948609275,-42.0481948609275
-43.2975975942397,-43.2975975942397
-43.0021716357141,-43.0021716357141
-42.2804816482875,-42.2804816482875
-42.0082320762658,-42.0082320762658
-42.4715465586153,-42.4715465586153
-40.6192424450021,-40.6192424450021
-40.6107792636241,-40.6107792636241
-42.4905653802945,-42.4905653802945
-41.5172120015149,-41.5172120015149
-41.6847192853258,-41.6847192853258
-42.2470015409064,-42.2470015409064
-42.1965120804044,-42.1965120804044
-40.9148193894994,-40.9148193894994
-42.3999655633576,-42.3999655633576
-40.8489790677099,-40.8489790677099
-42.4905653802945,-42.4905653802945
-42.7898883292203,-42.7898883292203
-42.8849081542496,-42.8849081542496
-42.2470015409064,-42.2470015409064
-41.4160443127879,-41.4160443127879
-42.0517223365802,-42.0517223365802
-42.3999655633576,-42.3999655633576
-42.109666534002,-42.109666534002
-41.6270532421632,-41.6270532421632
-41.5172120015149,-41.5172120015149
-42.8849081542496,-42.8849081542496
-41.1249434608884,-41.1249434608884
-42.1965120804044,-42.1965120804044
-42.0517223365802,-42.0517223365802
-41.2146215614965,-41.2146215614965
-40.8489790677099,-40.8489790677099
-41.6270532421632,-41.6270532421632
-39.4952148634905,-39.4952148634905
-41.5249944146854,-41.5249944146854
-43.1499174012972,-43.1499174012972
-42.4560982875771,-42.4560982875771
-42.7659741030853,-42.7659741030853
-43.2326762670847,-43.2326762670847
-43.2975975942397,-43.2975975942397
-42.0542417019795,-42.0542417019795
-43.2796843068541,-43.2796843068541
-42.0082320762658,-42.0082320762658
-43.1499174012972,-43.1499174012972
-43.3044689759934,-43.3044689759934
-43.5286252892293,-43.5286252892293
-43.2326762670847,-43.2326762670847
-42.3010669938033,-42.3010669938033
-43.0021716357141,-43.0021716357141
-43.2796843068541,-43.2796843068541
-42.8250233622476,-42.8250233622476
-42.4715465586153,-42.4715465586153
-42.4560982875771,-42.4560982875771
-43.5286252892293,-43.5286252892293
-42.0481948609275,-42.0481948609275
-43.2975975942397,-43.2975975942397
-43.0021716357141,-43.0021716357141
-42.2804816482875,-42.2804816482875
-42.0082320762658,-42.0082320762658
-42.4715465586153,-42.4715465586153
-40.6192424450021,-40.6192424450021
-40.6745207529973,-40.6745207529973
-42.5789780046685,-42.5789780046685
-41.5694476065519,-41.5694476065519
-41.9736679361178,-41.9736679361178
-42.5557808877743,-42.5557808877743
-42.4691144079351,-42.4691144079351
-41.4525942405911,-41.4525942405911
-42.9575711105251,-42.9575711105251
-41.3909601688427,-41.3909601688427
-42.5789780046685,-42.5789780046685
-42.8626660675713,-42.8626660675713
-42.9215088732635,-42.9215088732635
-42.5557808877743,-42.5557808877743
-41.6895982326114,-41.6895982326114
-42.2890992370666,-42.2890992370666
-42.9575711105251,-42.9575711105251
-42.6320466541252,-42.6320466541252
-42.1338089162516,-42.1338089162516
-41.5694476065519,-41.5694476065519
-42.9215088732635,-42.9215088732635
-41.1986633594598,-41.1986633594598
-42.4691144079351,-42.4691144079351
-42.2890992370666,-42.2890992370666
-41.4891176415404,-41.4891176415404
-41.3909601688427,-41.3909601688427
-42.1338089162516,-42.1338089162516
-40.0429143770784,-40.0429143770784
-40.7315188193409,-40.7315188193409
-42.3317706709518,-42.3317706709518
-41.7590704306425,-41.7590704306425
-41.7472913463219,-41.7472913463219
-42.1941628142455,-42.1941628142455
-42.3802030148114,-42.3802030148114
-40.8527830794935,-40.8527830794935
-42.0583949882923,-42.0583949882923
-40.8467916708262,-40.8467916708262
-42.3317706709518,-42.3317706709518
-42.501957131671,-42.501957131671
-42.8472323183178,-42.8472323183178
-42.1941628142455,-42.1941628142455
-41.2977789680085,-41.2977789680085
-42.1200024833302,-42.1200024833302
-42.0583949882923,-42.0583949882923
-41.6389594707302,-41.6389594707302
-41.3453315802202,-41.3453315802202
-41.7590704306425,-41.7590704306425
-42.8472323183178,-42.8472323183178
-41.3968528640371,-41.3968528640371
-42.3802030148114,-42.3802030148114
-42.1200024833302,-42.1200024833302
-41.4283634699246,-41.4283634699246
-40.8467916708262,-40.8467916708262
-41.3453315802202,-41.3453315802202
-39.4981836741962,-39.4981836741962
